mode,cluster_id,receiver,true_label,n_attempts,correct,accuracy,abstentions,abstention_rate,non_abstained,accuracy_non_abstained
local,test-primary-Normal-r04,F10,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r05,F10,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r06,F10,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r07,F10,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-Normal-r08,F10,Normal,8,8,1.0,0,0.0,8,1.0
local,test-primary-F1-r01,F13,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r02,F13,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r03,F13,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r04,F13,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r05,F13,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r06,F13,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r07,F13,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F1-r08,F13,F1,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r01,F13,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r02,F13,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r03,F13,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r04,F13,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r05,F13,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r06,F13,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r07,F13,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F10-r08,F13,F10,8,0,0.0,0,0.0,8,0.0
local,test-primary-F13-r01,F13,F13,8,8,1.0,0,0.0,8,1.0
local,test-primary-F13-r02,F13,F13,8,8,1.0,0,0.0,8,1.0
local,test-primary-F13-r03,F13,F13,8,8,1.0,0,0.0,8,1.0
