  PID  PPID COMM
98247     1 /System/Library/CoreServices/PowerChime.app/Contents/MacOS/PowerChime
98414     1 /System/Library/PrivateFrameworks/HearingCore.framework/heard
98586     1 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
98788     1 /usr/libexec/inboxupdaterd
98790     1 /System/Library/PrivateFrameworks/SafariPlatformSupport.framework/Versions/A/XPCServices/com.apple.SafariPlatformSupport.Helper.xpc/Contents/MacOS/com.apple.SafariPlatformSupport.Helper
99046 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
99047 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
99048 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node
99049 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
99062 99048 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
99089 21100 /Applications/ChatGPT.app/Contents/Resources/cua_node/bin/node_repl
99184     1 /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Support/mdworker_shared
99292 21100 /usr/local/bin/bash
99294 99292 /Library/Frameworks/Python.framework/Versions/3.11/Resources/Python.app/Contents/MacOS/Python
99301 99294 ps
99695     1 /System/Library/PrivateFrameworks/GeoServices.framework/Versions/A/XPCServices/com.apple.geod.xpc/Contents/MacOS/com.apple.geod
  918   724 login
  921   918 -bash
28692   724 login
28693 28692 -bash
35767   724 login
35768 35767 -bash
51146   724 login
51148 51146 -bash
51704   724 login
51705 51704 -bash
95098   724 login
95101 95098 -bash
