fault,batch,interval,window_start_h,window_end_h,feature,feature_column,window_score_max_41,frozen_threshold,score_over_threshold,positive,n_active_variables,active_variables,dominant_variable
8,1,5-10h,5.0,10.0,level,abs_shift_sigma,0.5297374495969999,1.9695333234149084,0.26896597447689063,False,0.0,,XMEAS-18
8,1,5-10h,5.0,10.0,trend,abs_slope_sigma_h,0.4708696356917125,0.7468621213669596,0.6304639400240217,False,0.0,,XMEAS-10
8,1,5-10h,5.0,10.0,residual,residual_std_ratio,1.1778274681398135,1.3681613543196571,0.8608834509329563,False,0.0,,XMEAS-24
8,1,5-10h,5.0,10.0,diff,diff_std_ratio,1.3266086457910984,1.4051245046201666,0.9441217781264923,False,0.0,,XMEAS-31
8,1,5-10h,5.0,10.0,any-primary,any-primary,,,,False,,,
8,1,10-15h,10.0,15.0,level,abs_shift_sigma,26.083029891865916,1.9695333234149084,13.24325391288197,True,16.0,XMEAS-1;XMEAS-4;XMEAS-5;XMEAS-6;XMEAS-10;XMEAS-11;XMEAS-18;XMEAS-20;XMEAS-21;XMEAS-22;XMEAS-23;XMEAS-25;XMEAS-29;XMEAS-31;XMEAS-35;XMEAS-38,XMEAS-1
8,1,10-15h,10.0,15.0,trend,abs_slope_sigma_h,12.733594595871518,0.7468621213669596,17.04945830237795,True,21.0,XMEAS-1;XMEAS-4;XMEAS-5;XMEAS-6;XMEAS-10;XMEAS-11;XMEAS-12;XMEAS-18;XMEAS-20;XMEAS-21;XMEAS-22;XMEAS-23;XMEAS-25;XMEAS-28;XMEAS-29;XMEAS-30;XMEAS-31;XMEAS-34;XMEAS-35;XMEAS-36;XMEAS-38,XMEAS-1
8,1,10-15h,10.0,15.0,residual,residual_std_ratio,8.057539635594676,1.3681613543196571,5.889319713756593,True,23.0,XMEAS-1;XMEAS-5;XMEAS-6;XMEAS-7;XMEAS-8;XMEAS-10;XMEAS-11;XMEAS-12;XMEAS-13;XMEAS-16;XMEAS-18;XMEAS-20;XMEAS-21;XMEAS-22;XMEAS-23;XMEAS-24;XMEAS-25;XMEAS-28;XMEAS-29;XMEAS-30;XMEAS-31;XMEAS-34;XMEAS-35,XMEAS-20
8,1,10-15h,10.0,15.0,diff,diff_std_ratio,1.3299165935280102,1.4051245046201666,0.946475980708566,False,0.0,,XMEAS-40
8,1,10-15h,10.0,15.0,any-primary,any-primary,,,,True,,,
8,2,0-5h,0.0,5.0,level,abs_shift_sigma,0.7749685140530427,1.9695333234149084,0.39347824423165917,False,0.0,,XMEAS-1
8,2,0-5h,0.0,5.0,trend,abs_slope_sigma_h,0.39261871209720917,0.7468621213669596,0.5256910222982132,False,0.0,,XMEAS-18
8,2,0-5h,0.0,5.0,residual,residual_std_ratio,1.1085822445917766,1.3681613543196571,0.8102715670864998,False,0.0,,XMEAS-31
8,2,0-5h,0.0,5.0,diff,diff_std_ratio,1.2296719133171892,1.4051245046201666,0.8751337758852865,False,0.0,,XMEAS-31
